オーダーID,オーダー日,顧客ID,商品ID,数量,売上,出荷日,キャンセル日,ステータス,氏名,ひらがな,生年月日,性別,都道府県,商品名,カテゴリ,サブカテゴリ,色,サイズ,定価
202103270002-1,2021-03-27,C00000412,SW-AWWM,1,17600,2021-03-30,,配達済み,齊藤 洋恵,さいとう ひろえ,1997-12-16,女,長野県,Women White セーター A M,トップス,Women,White,M,17600
202103270010-1,2021-03-27,C00000662,SK-AWWM,1,18100,2021-03-31,,配達済み,安元 沙織,やすもと さおり,1985-10-06,女,福岡県,Women White スカート A M,ボトムス,Women,White,M,18100
202103270004-1,2021-03-27,C00000508,NI-AMBL,1,10000,2021-04-01,,配達済み,浅野 隆弘,あさの たかひろ,1997-02-08,男,東京都,Men Black ニット A L,トップス,Men,Black,L,10000
202103270010-2,2021-03-27,C00000662,TS-AWBS,1,8900,2021-03-31,,配達済み,安元 沙織,やすもと さおり,1985-10-06,女,福岡県,Women Black Tシャツ A S,トップス,Women,Black,S,8900
202103270018-1,2021-03-27,C00001826,PA-AMGM,1,16500,2021-03-31,,配達済み,中尾 哲,なかお さとし,1989-10-15,男,兵庫県,Men Gray パンツ A M,ボトムス,Men,Gray,M,16500
202103270021-1,2021-03-27,C00001870,SB-AUNN,1,8800,2021-04-02,,配達済み,小田原 麻理,おだわら まり,1989-08-23,女,北海道,ショルダーバッグ A,バッグ,Unisex,,,8800
202103270011-1,2021-03-27,C00000862,CT-AWGL,1,41200,2021-04-03,,配達済み,宮本 裕子,みやもと ゆうこ,1973-09-02,女,東京都,Women Gray コート A L,アウター,Women,Gray,L,41200
202103270016-1,2021-03-27,C00001422,TS-BMWL,1,8700,2021-03-29,,配達済み,島 雄一,しま ゆういち,1994-03-24,男,埼玉県,Men White Tシャツ B L,トップス,Men,White,L,8700
202103270009-1,2021-03-27,C00000608,SW-CWBM,1,18400,2021-03-31,,配達済み,玉井 香菜,たまい かな,1993-03-27,女,大阪府,Women Black セーター C M,トップス,Women,Black,M,18400
202103270009-2,2021-03-27,C00000608,PA-CWBS,4,57200,2021-04-01,,配達済み,玉井 香菜,たまい かな,1993-03-27,女,大阪府,Women Black パンツ C S,ボトムス,Women,Black,S,14300
202103270003-2,2021-03-27,C00000494,HA-BUNN,1,4800,2021-03-31,,配達済み,糸永 勝徳,いとなが かつのり,1988-03-05,男,東京都,帽子 B,小物,Unisex,,,4800
202103270013-1,2021-03-27,C00001339,SK-AWGS,1,18100,2021-03-31,,配達済み,長澤 沙耶,ながさわ さや,1991-05-19,女,兵庫県,Women Gray スカート A S,ボトムス,Women,Gray,S,18100
202103270003-1,2021-03-27,C00000494,TO-AUNN,1,2280,2021-03-31,,配達済み,糸永 勝徳,いとなが かつのり,1988-03-05,男,東京都,タオル A,小物,Unisex,,,2280
202103270023-1,2021-03-27,C00002177,PA-BWBM,1,19800,2021-03-29,,配達済み,鈴木 理美,すずき まさみ,1980-03-17,女,岡山県,Women Black パンツ B M,ボトムス,Women,Black,M,19800
202103270012-1,2021-03-27,C00000935,TB-AUNN,1,7800,2021-03-31,,配達済み,藤原 寛子,ふじわら ひろこ,2003-11-06,女,東京都,トートバッグ A,バッグ,Unisex,,,7800
202103280000-1,2021-03-28,C00000957,PA-CMGS,1,14300,2021-03-29,,配達済み,田中 慎一郎,たなか しんいちろう,1986-02-19,男,茨城県,Men Gray パンツ C S,ボトムス,Men,Gray,S,14300
202103300010-1,2021-03-30,C00001928,SW-AMBL,1,16000,2021-04-07,,配達済み,深尾 卓,ふかお すぐる,1994-12-31,男,熊本県,Men Black セーター A L,トップス,Men,Black,L,16000
202103300007-1,2021-03-30,C00000779,PA-BWGL,1,19800,2021-04-07,,配達済み,槇野 滋子,まきの あさこ,1986-06-14,女,東京都,Women Gray パンツ B L,ボトムス,Women,Gray,L,19800
202103300003-1,2021-03-30,C00000544,SW-AWGS,1,17600,2021-04-03,,配達済み,豊田 美紗,とよだ みさ,1990-07-21,女,大阪府,Women Gray セーター A S,トップス,Women,Gray,S,17600
202103300006-1,2021-03-30,C00000561,TS-CMWS,3,22800,2021-04-07,,配達済み,山田 寛,やまだ ひろし,2000-09-24,男,東京都,Men White Tシャツ C S,トップス,Men,White,S,7600
202103300001-1,2021-03-30,C00000078,PA-AMBS,1,16500,2021-04-05,,配達済み,栃木 亜沙美,とちぎ あさみ,1983-06-12,女,東京都,Men Black パンツ A S,ボトムス,Men,Black,S,16500
202103300009-1,2021-03-30,C00001037,HC-AUNN,1,1200,2021-04-06,,配達済み,高橋 貴代,たかはし きよ,1996-01-06,女,兵庫県,ハンカチ A,小物,Unisex,,,1200
202104010001-1,2021-04-01,C00000910,NI-AMBS,1,10000,2021-04-03,,配達済み,市橋 佳亮,いちはし けいすけ,1977-10-27,男,福岡県,Men Black ニット A S,トップス,Men,Black,S,10000
202104010004-1,2021-04-01,C00001020,NI-CMBM,2,24600,2021-04-03,,配達済み,松永 慎也,まつなが しんや,2000-04-12,男,兵庫県,Men Black ニット C M,トップス,Men,Black,M,12300
202104010000-1,2021-04-01,C00000128,PA-AMGS,1,16500,2021-04-08,,配達済み,羽賀 健,はが けん,1973-04-05,男,東京都,Men Gray パンツ A S,ボトムス,Men,Gray,S,16500
202104010013-1,2021-04-01,C00002161,TB-BUNN,1,9800,2021-04-02,,配達済み,三浦 隆士,みうら たかし,1988-09-02,男,愛知県,トートバッグ B,バッグ,Unisex,,,9800
202104010009-2,2021-04-01,C00001320,SW-AWGL,1,17600,2021-04-02,,配達済み,千原 治子,ちはら はるこ,2002-05-07,女,東京都,Women Gray セーター A L,トップス,Women,Gray,L,17600
202104010009-1,2021-04-01,C00001320,PA-BWBS,2,39600,2021-04-03,,配達済み,千原 治子,ちはら はるこ,2002-05-07,女,東京都,Women Black パンツ B S,ボトムス,Women,Black,S,19800
202104010003-1,2021-04-01,C00001005,NI-CMWM,1,12300,2021-04-05,,配達済み,新堂 明日香,しんどう あすか,1992-05-28,女,東京都,Men White ニット C M,トップス,Men,White,M,12300
202104010011-1,2021-04-01,C00001539,PA-BWWS,1,19800,2021-04-07,,配達済み,森永 香,もりなが かおり,2006-06-28,女,千葉県,Women White パンツ B S,ボトムス,Women,White,S,19800
202104020005-1,2021-04-02,C00002014,TS-CWBM,1,7600,2021-04-08,,配達済み,高橋 恵,たかはし めぐみ,1999-07-23,女,東京都,Women Black Tシャツ C M,トップス,Women,Black,M,7600
202104020004-1,2021-04-02,C00001140,HC-AUNN,1,1200,2021-04-03,,配達済み,宇佐美 邦雄,うさみ くにお,1981-08-13,男,神奈川県,ハンカチ A,小物,Unisex,,,1200
202104020001-1,2021-04-02,C00000076,TS-AMGS,1,7900,2021-04-02,,配達済み,三輪 健治,みわ けんじ,1977-08-13,男,東京都,Men Gray Tシャツ A S,トップス,Men,Gray,S,7900
202104030002-1,2021-04-03,C00001555,NI-BWWM,1,15100,2021-04-07,,配達済み,大城 和香奈,おおしろ わかな,1995-06-07,女,大阪府,Women White ニット B M,トップス,Women,White,M,15100
202104030001-1,2021-04-03,C00001286,PA-AMBM,1,16500,2021-04-05,,配達済み,小林 明子,こばやし あきこ,1981-07-08,女,東京都,Men Black パンツ A M,ボトムス,Men,Black,M,16500
202104040024-1,2021-04-04,C00001460,SW-AWWS,1,17600,2021-04-12,,配達済み,副島 恵美子,そえじま えみこ,1985-03-30,女,大阪府,Women White セーター A S,トップス,Women,White,S,17600
202104040022-1,2021-04-04,C00001174,PA-BMGS,1,20000,2021-04-11,2021-04-04,キャンセル,久保 弘子,くぼ ひろこ,1987-05-16,女,東京都,Men Gray パンツ B S,ボトムス,Men,Gray,S,20000
202104040021-1,2021-04-04,C00001105,PA-CMGM,1,14300,2021-04-11,,配達済み,石川 泰司,いしかわ やすし,1984-08-30,男,福岡県,Men Gray パンツ C M,ボトムス,Men,Gray,M,14300
202104040007-1,2021-04-04,C00000947,HC-BUNN,1,980,2021-04-11,,配達済み,遠藤 三奈,えんどう みな,1989-04-30,女,東京都,ハンカチ B,小物,Unisex,,,980
202104040033-1,2021-04-04,C00001999,PA-AMGL,1,16500,2021-04-10,,配達済み,藤村 翠,ふじむら みどり,1997-12-31,女,大阪府,Men Gray パンツ A L,ボトムス,Men,Gray,L,16500
202104040006-1,2021-04-04,C00000645,NI-AMBS,1,10000,2021-04-11,2021-04-04,キャンセル,仲尾 修三,なかお しゅうぞう,2004-09-21,男,大阪府,Men Black ニット A S,トップス,Men,Black,S,10000
202104040012-1,2021-04-04,C00001043,SB-CUNN,1,5890,2021-04-13,,配達済み,宮崎 可奈子,みやざき かなこ,1990-12-28,女,大阪府,ショルダーバッグ C,バッグ,Unisex,,,5890
202104040029-1,2021-04-04,C00001540,PA-BMGS,1,20000,2021-04-09,,配達済み,山崎 真一,やまざき しんいち,2004-01-09,男,大阪府,Men Gray パンツ B S,ボトムス,Men,Gray,S,20000
202104040028-1,2021-04-04,C00001516,CT-CWBL,1,31000,2021-04-09,,配達済み,川上 真弓,かわかみ まゆみ,1973-04-13,女,滋賀県,Women Black コート C L,アウター,Women,Black,L,31000
202104040016-1,2021-04-04,C00001046,JA-BWWM,1,21000,2021-04-09,,配達済み,井原 朋子,いはら ともこ,1975-02-27,女,北海道,Women White ジャケット B M,アウター,Women,White,M,21000
202104040001-2,2021-04-04,C00000345,HC-BUNN,1,980,2021-04-08,,配達済み,堤 佳奈,つつみ かな,2001-08-02,女,大阪府,ハンカチ B,小物,Unisex,,,980
202104040010-1,2021-04-04,C00000992,TS-BWBL,1,7600,2021-04-09,,配達済み,楯 有希子,たて ゆきこ,2007-03-04,女,東京都,Women Black Tシャツ B L,トップス,Women,Black,L,7600
202104040016-2,2021-04-04,C00001046,NI-BWGL,1,15100,2021-04-09,,配達済み,井原 朋子,いはら ともこ,1975-02-27,女,北海道,Women Gray ニット B L,トップス,Women,Gray,L,15100
202104040018-1,2021-04-04,C00001085,PA-BMGM,1,20000,2021-04-11,2021-04-04,キャンセル,丹野 佐知子,たんの さちこ,1986-09-03,女,東京都,Men Gray パンツ B M,ボトムス,Men,Gray,M,20000
202104040002-1,2021-04-04,C00000404,SK-AWWL,1,18100,2021-04-10,2021-04-04,キャンセル,田中 律子,たなか りつこ,1973-03-16,女,東京都,Women White スカート A L,ボトムス,Women,White,L,18100
202104040000-1,2021-04-04,C00000188,HC-AUNN,1,1200,2021-04-11,,配達済み,田村 真沙美,たむら まさみ,1986-11-28,女,東京都,ハンカチ A,小物,Unisex,,,1200
202104040025-1,2021-04-04,C00001510,PA-CWBL,2,28600,2021-04-11,,配達済み,林部 祥子,はやしべ しょうこ,2006-08-24,女,神奈川県,Women Black パンツ C L,ボトムス,Women,Black,L,14300
202104040001-1,2021-04-04,C00000345,PA-AMWL,1,16500,2021-04-08,,配達済み,堤 佳奈,つつみ かな,2001-08-02,女,大阪府,Men White パンツ A L,ボトムス,Men,White,L,16500
202104040005-1,2021-04-04,C00000617,TS-AMBL,1,7900,2021-04-10,,配達済み,大塚 千秋,おおつか ちあき,1989-12-10,女,東京都,Men Black Tシャツ A L,トップス,Men,Black,L,7900
202104040032-1,2021-04-04,C00001670,TB-BUNN,1,9800,2021-04-12,,配達済み,小池 祥江,こいけ よしえ,1979-12-02,女,東京都,トートバッグ B,バッグ,Unisex,,,9800
202104050010-1,2021-04-05,C00000329,TB-BUNN,1,9800,2021-04-06,,配達済み,井上 寿美,いのうえ ひさみ,1990-08-14,女,広島県,トートバッグ B,バッグ,Unisex,,,9800
202104050011-1,2021-04-05,C00000348,TB-AUNN,1,7800,2021-04-10,,配達済み,水口 健吾,みずぐち けんご,1974-01-01,男,沖縄県,トートバッグ A,バッグ,Unisex,,,7800
202104050002-1,2021-04-05,C00000139,NI-AWBS,3,33000,2021-04-11,,配達済み,高崎 美幸,たかさき みゆき,1977-02-22,女,兵庫県,Women Black ニット A S,トップス,Women,Black,S,11000
202104050027-1,2021-04-05,C00000868,SB-CUNN,2,11780,2021-04-12,,配達済み,佐々木 賢輔,ささき けんすけ,2003-11-09,男,東京都,ショルダーバッグ C,バッグ,Unisex,,,5890
202104050015-1,2021-04-05,C00000710,PA-CWGM,4,57200,2021-04-13,2021-04-22,キャンセル,中野 裕子,なかの ゆうこ,1989-02-04,女,岐阜県,Women Gray パンツ C M,ボトムス,Women,Gray,M,14300
202104050066-2,2021-04-05,C00001970,NI-BMWM,1,14500,2021-04-10,,配達済み,羽賀 修,はが おさむ,1981-10-03,男,福岡県,Men White ニット B M,トップス,Men,White,M,14500
202104050000-1,2021-04-05,C00000096,NI-AWBS,1,11000,2021-04-10,,配達済み,松本 なつき,まつもと なつき,1973-09-23,女,東京都,Women Black ニット A S,トップス,Women,Black,S,11000
202104050008-1,2021-04-05,C00000221,SB-AUNN,2,17600,2021-04-08,,配達済み,武山 正和,たけやま まさかず,2005-10-27,男,東京都,ショルダーバッグ A,バッグ,Unisex,,,8800
202104050069-1,2021-04-05,C00002008,HA-AKNN,1,4300,2021-04-11,,配達済み,大藪 貴代子,おおやぶ きよこ,1979-01-30,女,大阪府,帽子 A,小物,Kids,,,4300
202104050071-2,2021-04-05,C00002112,SW-AWBL,1,17600,2021-04-11,,配達済み,清水 楓,しみず ふう,1994-05-22,女,東京都,Women Black セーター A L,トップス,Women,Black,L,17600
202104050038-1,2021-04-05,C00001087,PA-BMBS,1,20000,2021-04-09,,配達済み,田中 聡,たなか あきら,1991-05-12,男,東京都,Men Black パンツ B S,ボトムス,Men,Black,S,20000
202104050042-1,2021-04-05,C00001206,BP-AKNN,1,7800,2021-04-07,,配達済み,宮本 あゆみ,みやもと あゆみ,1973-03-28,女,東京都,バックパック A,バッグ,Kids,,,7800
202104050007-1,2021-04-05,C00000179,NI-CWGL,1,12400,2021-04-08,,配達済み,鎗田 朋,やりた とも,1997-07-01,女,大阪府,Women Gray ニット C L,トップス,Women,Gray,L,12400
202104050055-1,2021-04-05,C00001592,PA-AMBL,1,16500,2021-04-06,,配達済み,前原 達郎,まえはら たつろう,1996-05-25,男,愛知県,Men Black パンツ A L,ボトムス,Men,Black,L,16500
202104050021-1,2021-04-05,C00000745,SW-AWWM,1,17600,2021-04-09,,配達済み,伏木 愛子,ふしき あいこ,1980-11-07,女,高知県,Women White セーター A M,トップス,Women,White,M,17600
202104050028-1,2021-04-05,C00000888,HC-AUNN,1,1200,2021-04-13,,配達済み,西園 有紀子,にしぞの ゆきこ,1989-04-22,女,大阪府,ハンカチ A,小物,Unisex,,,1200
202104050071-3,2021-04-05,C00002112,VE-AWWS,2,37800,2021-04-11,,配達済み,清水 楓,しみず ふう,1994-05-22,女,東京都,Women White ベスト A S,アウター,Women,White,S,18900
202104050023-1,2021-04-05,C00000761,PA-BMGS,1,20000,2021-04-09,,配達済み,馬場 裕之,ばば ひろゆき,2003-11-02,男,東京都,Men Gray パンツ B S,ボトムス,Men,Gray,S,20000
202104050071-1,2021-04-05,C00002112,TB-BUNN,2,19600,2021-04-11,,配達済み,清水 楓,しみず ふう,1994-05-22,女,東京都,トートバッグ B,バッグ,Unisex,,,9800
202104050079-1,2021-04-05,C00002226,TS-BWWM,1,7600,2021-04-07,,配達済み,安達 亜希,あだち あき,2005-04-28,女,新潟県,Women White Tシャツ B M,トップス,Women,White,M,7600
202104050052-1,2021-04-05,C00001526,PA-BWWL,1,19800,2021-04-10,,配達済み,吉野 明美,よしの あけみ,1977-09-25,女,愛知県,Women White パンツ B L,ボトムス,Women,White,L,19800
202104050035-1,2021-04-05,C00001086,NI-CWWM,1,12400,2021-04-10,,配達済み,木村 律子,きむら りつこ,1980-01-16,女,神奈川県,Women White ニット C M,トップス,Women,White,M,12400
202104050032-2,2021-04-05,C00001044,SW-AWWL,1,17600,2021-04-10,,配達済み,松浪 好美,まつなみ よしみ,1978-09-05,女,長野県,Women White セーター A L,トップス,Women,White,L,17600
202104050012-1,2021-04-05,C00000423,TS-AMBM,1,7900,2021-04-08,,配達済み,松山 悟,まつやま さとる,1999-04-13,男,宮城県,Men Black Tシャツ A M,トップス,Men,Black,M,7900
202104050049-1,2021-04-05,C00001505,NI-AWGM,1,11000,2021-04-10,,配達済み,宮本 裕美,みやもと ゆみ,1982-07-17,女,神奈川県,Women Gray ニット A M,トップス,Women,Gray,M,11000
202104050060-1,2021-04-05,C00001872,SW-BWWS,1,15900,2021-04-08,,配達済み,原 直子,はら なおこ,1976-08-18,女,大阪府,Women White セーター B S,トップス,Women,White,S,15900
202104050039-1,2021-04-05,C00001098,PA-BWBL,1,19800,2021-04-07,,配達済み,須貝 なおこ,すがい なおこ,1985-05-16,女,千葉県,Women Black パンツ B L,ボトムス,Women,Black,L,19800
202104050024-1,2021-04-05,C00000830,PA-BMBL,1,20000,2021-04-06,,配達済み,串間 洋介,くしま ようすけ,2002-03-29,男,愛知県,Men Black パンツ B L,ボトムス,Men,Black,L,20000
202104050041-1,2021-04-05,C00001122,TO-AUNN,1,2280,2021-04-11,,配達済み,加藤 元晴,かとう もとはる,1998-09-30,男,東京都,タオル A,小物,Unisex,,,2280
202104050045-1,2021-04-05,C00001252,PA-BWWL,1,19800,2021-04-07,,配達済み,川越 秀美,かわごえ ひでみ,1996-08-19,女,北海道,Women White パンツ B L,ボトムス,Women,White,L,19800
202104050048-1,2021-04-05,C00001465,SB-CUNN,1,5890,2021-04-07,,配達済み,宮崎 秀昭,みやざき ひであき,1995-03-05,男,東京都,ショルダーバッグ C,バッグ,Unisex,,,5890
202104050003-1,2021-04-05,C00000166,NI-AWWL,3,33000,2021-04-08,,配達済み,佐々木 史子,ささき ふみこ,1992-12-31,女,東京都,Women White ニット A L,トップス,Women,White,L,11000
202104050009-1,2021-04-05,C00000314,PA-AMWM,1,16500,2021-04-11,,配達済み,水元 淳,みずもと じゅん,1997-09-28,男,静岡県,Men White パンツ A M,ボトムス,Men,White,M,16500
202104050019-1,2021-04-05,C00000734,NI-CMWM,1,12300,2021-04-07,,配達済み,滝口 祐太郎,たきぐち ゆうたろう,1994-11-22,男,東京都,Men White ニット C M,トップス,Men,White,M,12300
202104050066-1,2021-04-05,C00001970,TO-AUNN,2,4560,2021-04-11,,配達済み,羽賀 修,はが おさむ,1981-10-03,男,福岡県,タオル A,小物,Unisex,,,2280
202104050057-2,2021-04-05,C00001720,PA-BMBL,4,80000,2021-04-09,,配達済み,小嶋 稔,こじま みのる,1978-10-17,男,東京都,Men Black パンツ B L,ボトムス,Men,Black,L,20000
202104050058-1,2021-04-05,C00001737,BP-BUNN,1,9800,2021-04-08,,配達済み,田中 陽子,たなか ようこ,1996-05-14,女,宮城県,バックパック B,バッグ,Unisex,,,9800
202104050032-1,2021-04-05,C00001044,SK-AWWM,1,18100,2021-04-10,,配達済み,松浪 好美,まつなみ よしみ,1978-09-05,女,長野県,Women White スカート A M,ボトムス,Women,White,M,18100
202104050078-1,2021-04-05,C00002139,SW-AWWM,4,70400,2021-04-10,,配達済み,神谷 梨香,かみや りか,1976-05-27,女,東京都,Women White セーター A M,トップス,Women,White,M,17600
202104050035-2,2021-04-05,C00001086,SW-BWBL,1,15900,2021-04-07,,配達済み,木村 律子,きむら りつこ,1980-01-16,女,神奈川県,Women Black セーター B L,トップス,Women,Black,L,15900
202104050057-1,2021-04-05,C00001720,TB-AUNN,2,15600,2021-04-09,,配達済み,小嶋 稔,こじま みのる,1978-10-17,男,東京都,トートバッグ A,バッグ,Unisex,,,7800
202104050013-1,2021-04-05,C00000590,SW-CWBS,1,18400,2021-04-09,,配達済み,星野 真由子,ほしの まゆこ,1990-07-18,女,埼玉県,Women Black セーター C S,トップス,Women,Black,S,18400
202104050059-1,2021-04-05,C00001786,SB-AUNN,2,17600,2021-04-09,,配達済み,加藤 いづみ,かとう いづみ,1989-12-15,女,岐阜県,ショルダーバッグ A,バッグ,Unisex,,,8800
